MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1336214,Khsrp,KH-type splicing regulatory protein,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:96676,Kin,Kin17 DNA and RNA binding protein,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2384899,Kri1,KRI1 homolog,9,,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000375561 ,J:161428 
MGI:1289274,Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",10,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000286619 ,J:161428 
MGI:1289274,Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast)",10,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1913442,Lage3,"L antigen family, member 3",X,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1914807,Larp6,"La ribonucleoprotein domain family, member 6",9,,RNA processing,,,IEA,IPR002344 ,J:72247 
MGI:107634,Larp7,"La ribonucleoprotein domain family, member 7",3,,RNA processing,,,IEA,IPR002344 ,J:72247 
MGI:1923380,Las1l,LAS1-like (S. cerevisiae),X,,endonucleolytic cleavage involved in rRNA processing,,,IBA,PTN000384994 ,J:161428 
MGI:1923380,Las1l,LAS1-like (S. cerevisiae),X,,maturation of 5.8S rRNA,,,IBA,PTN000384994 ,J:161428 
MGI:1923380,Las1l,LAS1-like (S. cerevisiae),X,,maturation of LSU-rRNA,,,IBA,PTN000384994 ,J:161428 
MGI:1923380,Las1l,LAS1-like (S. cerevisiae),X,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1353659,Lcmt2,leucine carboxyl methyltransferase 2,2,,tRNA methylation,,,IBA,PTN001006288 ,J:161428 
MGI:1353659,Lcmt2,leucine carboxyl methyltransferase 2,2,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1353659,Lcmt2,leucine carboxyl methyltransferase 2,2,,wybutosine biosynthetic process,,,IBA,PTN001006288 ,J:161428 
MGI:2685031,Leo1,"Leo1, Paf1/RNA polymerase II complex component",9,,mRNA polyadenylation,,,ISO,Q8WVC0 ,J:164563 
MGI:2685031,Leo1,"Leo1, Paf1/RNA polymerase II complex component",9,,positive regulation of mRNA 3'-end processing,,,ISO,Q8WVC0 ,J:164563 
MGI:96778,Lgals3,"lectin, galactose binding, soluble 3",14,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:96778,Lgals3,"lectin, galactose binding, soluble 3",14,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919949,Lime1,Lck interacting transmembrane adaptor 1,2,,spliceosomal complex disassembly,,,IBA,PTN000596045 ,J:161428 
MGI:1890546,Lin28a,lin-28 homolog A (C. elegans),4,,positive regulation of production of miRNAs involved in gene silencing by miRNA,,,IDA,,J:177113 
MGI:1890546,Lin28a,lin-28 homolog A (C. elegans),4,,pre-miRNA processing,happens in embryonic stem cell,,IDA,,J:152654 
MGI:1890546,Lin28a,lin-28 homolog A (C. elegans),4,,pre-miRNA processing,,,IMP,,J:152654 J:152656 
MGI:1890546,Lin28a,lin-28 homolog A (C. elegans),4,,pre-miRNA processing,,,ISO,Q9H9Z2 ,J:164563 
MGI:1890546,Lin28a,lin-28 homolog A (C. elegans),4,,RNA 3'-end processing,,,ISO,Q9H9Z2 ,J:164563 
MGI:3584032,Lin28b,lin-28 homolog B (C. elegans),10,,pre-miRNA processing,,,ISO,Q6ZN17 ,J:164563 
MGI:3584032,Lin28b,lin-28 homolog B (C. elegans),10,,RNA 3'-end processing,,,ISO,Q6ZN17 ,J:164563 
MGI:1919250,Lmntd2,lamin tail domain containing 2,7,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1914457,Lsm1,"LSM1 homolog, mRNA degradation associated",8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914457,Lsm1,"LSM1 homolog, mRNA degradation associated",8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:90676,Lsm2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:90676,Lsm2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",17,,mRNA processing,,,IEA,IPR016654 ,J:72247 
MGI:90676,Lsm2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",17,,"mRNA splicing, via spliceosome",,,IBA,PTN000352619 ,J:161428 
MGI:90676,Lsm2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:90676,Lsm2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",17,,spliceosomal tri-snRNP complex assembly,,,ISO,AF182288 ,J:73065 
MGI:1914928,Lsm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914928,Lsm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,"mRNA splicing, via spliceosome",,,IBA,PTN000318821 ,J:161428 
MGI:1914928,Lsm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,"mRNA splicing, via spliceosome",,,ISO,AF182289 ,J:73065 
MGI:1914928,Lsm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1354692,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1354692,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,"mRNA splicing, via spliceosome",,,IEA,IPR034101 ,J:72247 
MGI:1354692,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,RNA processing,,,IEA,IPR027141 ,J:72247 
MGI:1354692,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1354692,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,spliceosomal complex assembly,,,IBA,PTN000596745 ,J:161428 
MGI:1354692,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,spliceosomal snRNP assembly,,,IBA,PTN000596745 ,J:161428 
MGI:1913623,Lsm5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1913623,Lsm5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,"mRNA splicing, via spliceosome",,,IBA,PTN000469347 ,J:161428 
MGI:1913623,Lsm5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1925901,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,maturation of SSU-rRNA,,,IBA,PTN000111600 ,J:161428 
MGI:1925901,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1925901,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,"mRNA splicing, via spliceosome",,,IBA,PTN000111530 ,J:161428 
MGI:1925901,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1925901,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1925901,Lsm6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",8,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1913344,Lsm7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",10,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1913344,Lsm7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",10,,"mRNA splicing, via spliceosome",,,IEA,IPR017132 ,J:72247 
MGI:1913344,Lsm7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",10,,RNA processing,,,IBA,PTN000058283 ,J:161428 
MGI:1913344,Lsm7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",10,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1923772,Lsm8,"LSM8 homolog, U6 small nuclear RNA associated",6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1923772,Lsm8,"LSM8 homolog, U6 small nuclear RNA associated",6,,"mRNA splicing, via spliceosome",,,IBA,PTN000400465 ,J:161428 
MGI:1923772,Lsm8,"LSM8 homolog, U6 small nuclear RNA associated",6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2151045,Lsm10,U7 snRNP-specific Sm-like protein LSM10,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2151045,Lsm10,U7 snRNP-specific Sm-like protein LSM10,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919540,Lsm11,U7 snRNP-specific Sm-like protein LSM11,11,,mRNA 3'-end processing by stem-loop binding and cleavage,,,IDA,,J:85742 
MGI:1919540,Lsm11,U7 snRNP-specific Sm-like protein LSM11,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914228,Luc7l,Luc7-like,17,,mRNA splice site selection,,,IBA,PTN000271979 ,J:161428 
MGI:2183260,Luc7l2,LUC7-like 2 (S. cerevisiae),6,,mRNA splice site selection,,,IBA,PTN000271979 ,J:161428 
MGI:1914934,Luc7l3,LUC7-like 3 (S. cerevisiae),11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914934,Luc7l3,LUC7-like 3 (S. cerevisiae),11,,mRNA splice site selection,,,IBA,PTN000271979 ,J:161428 
MGI:1914934,Luc7l3,LUC7-like 3 (S. cerevisiae),11,,RNA splicing,,,ISO,O95232 ,J:164563 
MGI:1315200,M1ap,meiosis 1 associated protein,6,,RNA processing,,,NAS,,J:52798 
MGI:1330312,Magoh,"mago homolog, exon junction complex core component",4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1330312,Magoh,"mago homolog, exon junction complex core component",4,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P61326 ,J:164563 
MGI:1330312,Magoh,"mago homolog, exon junction complex core component",4,,RNA splicing,,,IBA,PTN000290902 ,J:161428 
MGI:1913691,Magohb,"mago homolog B, exon junction complex core component",6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1913691,Magohb,"mago homolog B, exon junction complex core component",6,,RNA splicing,,,IBA,PTN000290902 ,J:161428 
MGI:1915170,Mak16,MAK16 homolog,8,,maturation of 5.8S rRNA,,,IBA,PTN000600976 ,J:161428 
MGI:1915170,Mak16,MAK16 homolog,8,,maturation of LSU-rRNA,,,IBA,PTN000600976 ,J:161428 
MGI:1919539,Malat1,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA),19,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,,J:165271 
MGI:1346866,Map2k1,mitogen-activated protein kinase kinase 1,9,,positive regulation of production of miRNAs involved in gene silencing by miRNA,,,ISO,Q02750 ,J:164563 
MGI:1346867,Map2k2,mitogen-activated protein kinase kinase 2,10,,positive regulation of production of miRNAs involved in gene silencing by miRNA,,,ISO,P36507 ,J:164563 
MGI:1347004,Mapkbp1,mitogen-activated protein kinase binding protein 1,2,,RNA splicing,,,IBA,PTN001108918 ,J:161428 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,"alternative mRNA splicing, via spliceosome",,,IMP,,J:173018 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,"alternative mRNA splicing, via spliceosome",,,ISO,Q9BZC1 ,J:73065 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,mRNA splice site selection,"happens in skeletal musculature,has the participant Atp2a1|happens in skeletal musculature,has the participant Ldb3|happens in skeletal musculature,has the participant Ttn|happens in skeletal musculature,has the participant Nrap|happens in skeletal musculature,has the participant Capn3|happens in skeletal musculature,has the participant Fhod1|happens in skeletal musculature,has the participant Gfpt1|happens in skeletal musculature,has the participant Mbnl1|happens in skeletal musculature,has the participant Mbnl2|happens in skeletal musculature,has the participant Pdlim3",,IMP,MGI:3052922 ,J:112061 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,mRNA splice site selection,,,IMP,MGI:3052922 ,J:86903 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,"regulation of alternative mRNA splicing, via spliceosome",regulates a function/process that happens in heart,,IMP,MGI:3052922 ,J:142671 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,regulation of RNA splicing,,,ISO,Q9NR56 ,J:164563 
MGI:1928482,Mbnl1,muscleblind like splicing factor 1,3,,RNA splicing,,,ISO,Q9NR56 ,J:164563 
MGI:2145597,Mbnl2,muscleblind like splicing factor 2,14,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2145597,Mbnl2,muscleblind like splicing factor 2,14,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,,J:173018 
MGI:2145597,Mbnl2,muscleblind like splicing factor 2,14,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q9BZC1 ,J:73065 
MGI:2145597,Mbnl2,muscleblind like splicing factor 2,14,,regulation of RNA splicing,,,ISO,Q5VZF2 ,J:164563 
MGI:2145597,Mbnl2,muscleblind like splicing factor 2,14,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2444912,Mbnl3,muscleblind like splicing factor 3,X,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2444912,Mbnl3,muscleblind like splicing factor 3,X,,regulation of RNA splicing,,,ISO,Q9NUK0 ,J:164563 
MGI:2444912,Mbnl3,muscleblind like splicing factor 3,X,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1926159,Mdn1,midasin AAA ATPase 1,4,,rRNA processing,,,IBA,PTN000529705 ,J:161428 
MGI:99918,Mecp2,methyl CpG binding protein 2,X,,negative regulation of primary miRNA processing,,,ISO,RGD:3075 ,J:155856 
MGI:1339986,Mettl1,methyltransferase like 1,10,,tRNA modification,,,ISO,Q9UBP6 ,J:164563 
MGI:1339986,Mettl1,methyltransferase like 1,10,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1289171,Mettl2,methyltransferase like 2,11,,tRNA C5-cytosine methylation,,,IMP,MGI:5903740 ,J:241777 
MGI:1927165,Mettl3,methyltransferase like 3,14,,mRNA processing,,,IMP,,J:203416 
MGI:1927165,Mettl3,methyltransferase like 3,14,,"mRNA splicing, via spliceosome",,,IMP,,J:219587 
MGI:1927165,Mettl3,methyltransferase like 3,14,,primary miRNA methylation,,,IBA,PTN000981980 ,J:161428 
MGI:1927165,Mettl3,methyltransferase like 3,14,,primary miRNA methylation,,,ISO,Q86U44 ,J:164563 
MGI:1927165,Mettl3,methyltransferase like 3,14,,primary miRNA processing,,,ISO,Q86U44 ,J:164563 
MGI:1914261,Mettl6,methyltransferase like 6,14,,tRNA C5-cytosine methylation,,,IMP,MGI:5903741 ,J:241777 
MGI:2442926,Mettl14,methyltransferase like 14,3,,"mRNA splicing, via spliceosome",,,ISO,Q9HCE5 ,J:164563 
MGI:1924144,Mettl15,methyltransferase like 15,2,,rRNA base methylation,,,IBA,PTN000137471 ,J:161428 
MGI:1924144,Mettl15,methyltransferase like 15,2,,rRNA methylation,,,IBA,PTN000137471 ,J:161428 
MGI:1914743,Mettl16,methyltransferase like 16,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914743,Mettl16,methyltransferase like 16,11,,"regulation of mRNA splicing, via spliceosome",,,ISO,Q86W50 ,J:164563 
MGI:1914743,Mettl16,methyltransferase like 16,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914743,Mettl16,methyltransferase like 16,11,,rRNA base methylation,,,IBA,PTN000333539 ,J:161428 
MGI:1916622,Mocs3,molybdenum cofactor synthesis 3,2,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1916622,Mocs3,molybdenum cofactor synthesis 3,2,,tRNA thio-modification,,,ISO,O95396 ,J:164563 
MGI:1916622,Mocs3,molybdenum cofactor synthesis 3,2,,tRNA wobble position uridine thiolation,,,IBA,PTN000102537 ,J:161428 
MGI:1916622,Mocs3,molybdenum cofactor synthesis 3,2,,tRNA wobble uridine modification,,,ISO,O95396 ,J:164563 
MGI:1915783,Mphosph6,M phase phosphoprotein 6,8,,maturation of 5.8S rRNA,,,IBA,PTN000339972 ,J:161428 
MGI:1915783,Mphosph6,M phase phosphoprotein 6,8,,maturation of 5.8S rRNA,,,ISO,Q99547 ,J:164563 
MGI:1915783,Mphosph6,M phase phosphoprotein 6,8,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1915223,Mphosph10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),7,,maturation of SSU-rRNA,,,IBA,PTN000424645 ,J:161428 
MGI:1915223,Mphosph10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),7,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1915223,Mphosph10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),7,,rRNA processing,,,IEA,IPR012173 ,J:72247 
MGI:2443470,Mrm1,mitochondrial rRNA methyltransferase 1,11,,enzyme-directed rRNA 2'-O-methylation,,,IBA,PTN001738495 ,J:161428 
MGI:2443470,Mrm1,mitochondrial rRNA methyltransferase 1,11,,RNA processing,,,IEA,IPR001537 IPR004441 ,J:72247 
MGI:2443470,Mrm1,mitochondrial rRNA methyltransferase 1,11,,rRNA 2'-O-methylation,,,ISO,Q6IN84 ,J:164563 
MGI:2443470,Mrm1,mitochondrial rRNA methyltransferase 1,11,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1915267,Mrm2,mitochondrial rRNA methyltransferase 2,5,,rRNA methylation,,,NAS,,J:172927 J:172928 
MGI:1915267,Mrm2,mitochondrial rRNA methyltransferase 2,5,,rRNA processing,,,NAS,,J:172928 
MGI:1914640,Mrm3,mitochondrial rRNA methyltransferase 3,11,,RNA processing,,,IEA,IPR001537 ,J:72247 
MGI:1914640,Mrm3,mitochondrial rRNA methyltransferase 3,11,,rRNA 2'-O-methylation,,,ISO,Q9HC36 ,J:164563 
MGI:1914640,Mrm3,mitochondrial rRNA methyltransferase 3,11,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:2137202,Mrpl1,mitochondrial ribosomal protein L1,5,,cleavage involved in rRNA processing,,,IBA,PTN000560394 ,J:161428 
MGI:2137202,Mrpl1,mitochondrial ribosomal protein L1,5,,maturation of LSU-rRNA,,,IBA,PTN000559990 ,J:161428 
MGI:2137202,Mrpl1,mitochondrial ribosomal protein L1,5,,rRNA pseudouridine synthesis,,,IBA,PTN000560394 ,J:161428 
MGI:1916413,Mrpl44,mitochondrial ribosomal protein L44,1,,RNA processing,,,IBA,PTN000129453 ,J:161428 
MGI:1916777,Mrps9,mitochondrial ribosomal protein S9,1,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000490829 ,J:161428 
MGI:1915244,Mrps11,mitochondrial ribosomal protein S11,7,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000204884 ,J:161428 
MGI:1917152,Mrto4,"mRNA turnover 4, ribosome maturation factor",4,,rRNA processing,,,IBA,PTN000474869 ,J:161428 
MGI:1913660,Mterf3,mitochondrial transcription termination factor 3,13,,RNA splicing,,,IBA,PTN000317011 ,J:161428 
MGI:1918355,Mterf4,mitochondrial transcription termination factor 4,1,,RNA splicing,,,IBA,PTN000317011 ,J:161428 
MGI:1918355,Mterf4,mitochondrial transcription termination factor 4,1,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1916856,Mtfmt,mitochondrial methionyl-tRNA formyltransferase,9,,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA,,,IEA,IPR005794 ,J:72247 
MGI:1915541,Mto1,mitochondrial tRNA translation optimization 1,9,,mitochondrial tRNA wobble uridine modification,,,IGI,S000003205 ,J:85936 
MGI:1915541,Mto1,mitochondrial tRNA translation optimization 1,9,,tRNA methylation,,,IBA,PTN000211371 ,J:161428 
MGI:1915541,Mto1,mitochondrial tRNA translation optimization 1,9,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1915541,Mto1,mitochondrial tRNA translation optimization 1,9,,tRNA processing,,,IEA,IPR002218 ,J:72247 
MGI:1915541,Mto1,mitochondrial tRNA translation optimization 1,9,,tRNA wobble uridine modification,,,IGI,S000003205 ,J:85936 
MGI:1914690,Mtpap,mitochondrial poly(A) polymerase,18,,mRNA polyadenylation,,,ISO,Q9NVV4 ,J:164563 
MGI:1914690,Mtpap,mitochondrial poly(A) polymerase,18,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:97275,Myod1,myogenic differentiation 1,7,,"regulation of alternative mRNA splicing, via spliceosome",regulates a function/process that happens in fibroblast,,IDA,,J:46849 
MGI:97275,Myod1,myogenic differentiation 1,7,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,,J:46849 
MGI:97275,Myod1,myogenic differentiation 1,7,,regulation of RNA splicing,,,ISO,P15172 ,J:164563 
MGI:2682306,Naf1,nuclear assembly factor 1 ribonucleoprotein,8,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:2682306,Naf1,nuclear assembly factor 1 ribonucleoprotein,8,,snoRNA guided rRNA pseudouridine synthesis,,,TAS,,J:237554 
MGI:2138939,Nat10,N-acetyltransferase 10,2,,ncRNA processing,,,IEA,IPR033688 ,J:72247 
MGI:2138939,Nat10,N-acetyltransferase 10,2,,rRNA acetylation involved in maturation of SSU-rRNA,,,IBA,PTN002249848 ,J:161428 
MGI:2138939,Nat10,N-acetyltransferase 10,2,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:2138939,Nat10,N-acetyltransferase 10,2,,tRNA acetylation,,,IBA,PTN002249848 ,J:161428 
MGI:2138939,Nat10,N-acetyltransferase 10,2,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:2138939,Nat10,N-acetyltransferase 10,2,,tRNA wobble cytosine modification,,,IBA,PTN002249848 ,J:161428 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,7-methylguanosine mRNA capping,,,ISO,Q09161 ,J:164563 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,"mRNA cis splicing, via spliceosome",,,IEA,IPR027159 ,J:72247 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,"mRNA splicing, via spliceosome",,,IBA,PTN000275634 ,J:161428 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,positive regulation of mRNA 3'-end processing,,,ISO,Q09161 ,J:164563 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,"positive regulation of mRNA splicing, via spliceosome",,,ISO,Q09161 ,J:164563 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,pre-mRNA cleavage required for polyadenylation,,,ISO,Q09161 ,J:164563 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,primary miRNA processing,,,IBA,PTN000275634 ,J:161428 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1891840,Ncbp1,nuclear cap binding protein subunit 1,4,,spliceosomal complex assembly,,,ISO,Q09161 ,J:164563 
MGI:1915342,Ncbp2,nuclear cap binding protein subunit 2,16,,"mRNA cis splicing, via spliceosome",,,ISO,P52298 ,J:164563 
MGI:1915342,Ncbp2,nuclear cap binding protein subunit 2,16,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1915342,Ncbp2,nuclear cap binding protein subunit 2,16,,"mRNA splicing, via spliceosome",,,IBA,PTN000428749 ,J:161428 
MGI:1915342,Ncbp2,nuclear cap binding protein subunit 2,16,,positive regulation of mRNA 3'-end processing,,,ISO,P52298 ,J:164563 
MGI:1915342,Ncbp2,nuclear cap binding protein subunit 2,16,,pre-mRNA cleavage required for polyadenylation,,,ISO,P52298 ,J:164563 
MGI:1915342,Ncbp2,nuclear cap binding protein subunit 2,16,,RNA splicing,,,IEA,KW-0508 ,J:60000 
